Ensembl_ID	Control_3D_R1	Control_3D_R2	Control_3D_R3	SP_3D_R1	SP_3D_R2	SP_3D_R3	SP_12D_R1	SP_12D_R2	SP_12D_R3
ENSG00000228073	0	0	0	1	0	2	3	1	1
ENSG00000170745	263	194	231	437	489	489	540	627	856
ENSG00000232502	0	0	0	0	0	0	0	0	0
ENSG00000231062	0	0	0	0	0	0	0	0	0
ENSG00000286513	0	0	0	0	0	0	0	0	0
ENSG00000168754	0	0	0	2	1	0	0	0	1
ENSG00000162804	103	70	83	107	91	110	75	57	150
ENSG00000287498	1	2	0	1	0	1	1	0	0
ENSG00000180902	572	401	511	351	365	371	329	449	593
ENSG00000224342	0	0	0	1	0	0	0	0	0
ENSG00000171227	325	221	251	295	328	278	104	97	230
ENSG00000234837	0	0	0	0	0	0	0	0	0
ENSG00000229727	0	0	0	0	0	0	0	1	0
ENSG00000136536	1035	838	698	793	691	719	882	1073	1126
ENSG00000144029	1265	937	1127	828	856	922	905	1143	1125
ENSG00000287362	0	1	0	2	1	0	1	1	2
ENSG00000213236	9	8	8	6	8	5	9	10	9
ENSG00000226508	0	0	0	1	3	1	2	2	3
ENSG00000288524	0	0	0	0	0	0	0	0	0
ENSG00000224232	1	1	2	2	0	1	1	0	3
ENSG00000223374	14	14	13	15	6	12	12	14	16
ENSG00000286400	0	0	0	0	0	0	0	0	0
ENSG00000226674	106	90	80	24	26	26	31	42	20
ENSG00000229996	0	0	0	1	0	0	2	0	2
ENSG00000204262	7145	5576	5969	8526	8879	9041	7490	9760	12247
ENSG00000288080	0	0	0	1	1	1	0	0	1
ENSG00000152093	0	0	0	0	0	0	0	0	0
ENSG00000286588	15	12	12	10	9	4	7	8	13
ENSG00000224048	0	0	0	0	0	0	0	1	0
ENSG00000115694	1453	966	1242	1246	1354	1299	1412	1825	1867
ENSG00000168397	995	734	910	847	853	967	746	904	1206
ENSG00000128641	2503	2100	1987	2958	2693	2711	2177	2927	2371
ENSG00000168385	9009	7235	6974	7215	7227	6868	7288	9674	8904
ENSG00000252238	0	0	0	0	0	0	0	0	0
ENSG00000207086	0	1	0	0	1	0	3	0	1
ENSG00000207192	0	0	0	0	0	0	0	0	0
ENSG00000200034	0	0	0	0	0	0	0	0	0
ENSG00000283394	0	0	0	0	0	0	0	0	0
ENSG00000239053	0	0	0	0	0	0	0	0	0
ENSG00000238962	0	0	0	0	0	0	0	0	0
ENSG00000201610	0	0	0	0	0	0	0	0	0
ENSG00000264010	1	0	0	0	0	0	0	0	0
ENSG00000251718	0	0	0	0	0	0	0	0	0
ENSG00000239899	2	0	0	0	2	0	0	1	0
ENSG00000221255	0	0	0	0	0	0	0	0	0
ENSG00000285626	0	0	0	0	0	0	0	0	0
ENSG00000277446	0	0	0	0	0	0	0	0	0
ENSG00000237261	0	0	0	0	0	0	0	0	0
ENSG00000251704	0	0	0	0	0	0	0	0	0
ENSG00000238371	0	0	0	0	0	0	0	0	0
ENSG00000243541	0	0	0	0	0	0	0	0	0
ENSG00000222842	0	0	0	0	0	0	0	0	0
ENSG00000202160	0	0	0	0	0	0	0	0	0
ENSG00000265056	0	0	1	1	0	0	0	0	0
ENSG00000276733	0	0	0	0	0	0	0	0	0
ENSG00000266059	0	0	0	0	0	0	0	0	0
ENSG00000251859	0	0	0	0	0	0	0	0	0
ENSG00000212455	0	0	0	0	0	0	0	0	0
ENSG00000200763	0	0	0	0	0	0	0	0	0
ENSG00000223145	0	0	0	0	1	0	0	0	0
ENSG00000222616	0	0	0	0	0	0	0	0	0
ENSG00000207170	0	0	0	0	0	0	0	0	0
ENSG00000265172	0	0	0	0	0	0	0	0	0
ENSG00000238503	0	0	0	0	0	0	0	0	0
ENSG00000264089	0	0	0	0	0	0	0	0	0
ENSG00000266738	0	0	0	0	0	0	0	0	0
ENSG00000207183	0	0	0	0	0	0	0	0	0
ENSG00000202430	0	0	0	0	0	0	0	0	0
ENSG00000264370	0	0	0	0	0	0	0	0	0
ENSG00000264192	0	0	0	0	0	0	0	0	0
ENSG00000206882	0	0	0	0	0	0	0	0	0
ENSG00000243847	2	1	0	3	0	0	0	0	3
ENSG00000222232	0	0	0	0	0	0	0	0	0
ENSG00000251805	1	0	0	0	0	0	0	0	0
ENSG00000265321	8	7	3	4	6	5	8	11	16
ENSG00000277035	1	0	1	1	5	2	0	1	6
ENSG00000207187	0	0	0	0	0	0	0	0	0
ENSG00000206951	0	0	0	0	0	0	0	0	0
ENSG00000222940	0	0	0	0	0	0	0	0	0
ENSG00000201671	0	0	0	0	0	0	0	0	0
ENSG00000207218	0	1	0	0	0	0	0	0	0
ENSG00000207255	0	0	0	0	0	0	0	0	0
ENSG00000265301	0	0	0	0	0	0	0	0	0
ENSG00000264352	0	0	0	0	0	0	0	0	0
ENSG00000252756	0	0	1	0	1	0	0	0	0
ENSG00000223245	2	0	1	0	0	0	0	1	0
ENSG00000239396	0	0	1	0	0	0	0	0	1
ENSG00000212204	0	0	1	0	0	0	0	0	1
ENSG00000252246	1	0	2	0	0	0	0	2	0
ENSG00000242699	0	0	0	0	0	0	0	0	0
ENSG00000273913	0	1	0	0	0	0	0	0	0
ENSG00000200550	4	2	2	1	1	0	1	1	2
ENSG00000199603	0	0	0	0	0	0	0	0	0
ENSG00000278764	1	0	0	0	0	0	0	0	0
ENSG00000221300	0	0	0	0	0	0	0	0	1
ENSG00000207411	0	0	0	0	0	0	0	0	0
ENSG00000251889	0	0	0	0	1	0	0	0	0
ENSG00000202344	0	0	0	0	0	0	0	0	0
ENSG00000274520	16	13	7	2	0	0	1	3	13
ENSG00000242158	0	0	0	0	0	0	0	0	0
ENSG00000212175	1	4	3	1	2	2	2	0	2
ENSG00000207548	0	0	0	0	0	0	0	0	0
ENSG00000277311	8	5	19	4	3	3	3	7	2
ENSG00000207798	0	0	0	0	0	0	0	0	0
ENSG00000211520	0	0	0	0	0	0	0	0	0
ENSG00000266078	0	0	0	0	0	0	0	0	0
ENSG00000199395	0	0	0	0	0	0	0	0	0
ENSG00000200807	0	0	0	0	0	0	0	0	0
ENSG00000276229	0	0	0	0	0	0	0	0	0
ENSG00000277809	0	0	0	0	0	0	0	0	0
ENSG00000276048	6	7	6	3	2	2	3	7	4
ENSG00000274547	0	0	0	0	0	0	0	0	0
ENSG00000200101	0	0	0	0	0	0	0	0	0
ENSG00000222251	0	0	0	0	0	0	0	0	0
ENSG00000239189	0	0	0	0	0	0	0	0	0
ENSG00000238493	0	0	0	0	0	0	0	0	0
ENSG00000200086	1	0	0	0	0	0	0	0	0
ENSG00000252726	0	0	0	0	0	0	0	0	0
ENSG00000266097	2	1	0	1	0	0	1	0	0
ENSG00000241625	1	0	0	0	0	0	0	0	0
ENSG00000212168	0	0	0	0	0	0	0	0	0
ENSG00000283636	3	2	2	3	2	0	0	0	5
ENSG00000264994	0	0	0	0	0	0	0	1	0
ENSG00000202227	5	4	2	5	8	1	2	2	5
ENSG00000265145	1	0	2	0	0	0	0	1	0
ENSG00000222224	0	0	0	0	1	0	0	0	1
ENSG00000252934	0	0	0	0	0	0	0	0	0
ENSG00000265706	0	0	2	0	1	0	0	0	0
ENSG00000251942	0	0	0	0	0	0	0	0	0
ENSG00000199964	0	0	0	0	0	1	0	0	0
ENSG00000275588	0	0	0	0	0	0	0	0	0
ENSG00000222685	1	0	0	1	0	0	0	2	0
ENSG00000207923	0	0	0	1	0	0	0	0	0
ENSG00000277396	0	0	0	0	0	0	0	0	2
ENSG00000278523	0	0	0	0	0	0	0	0	0
ENSG00000252718	0	0	0	0	0	0	0	0	0
ENSG00000272025	0	0	0	0	0	0	0	0	0
ENSG00000239958	0	0	0	0	0	0	0	0	0
ENSG00000201076	1	1	0	0	0	0	0	0	0
ENSG00000264975	0	0	0	0	0	0	0	0	0
ENSG00000252436	0	0	0	1	0	0	0	0	0
ENSG00000202195	0	0	0	0	0	0	0	0	0
ENSG00000212036	0	0	0	0	0	0	0	0	0
ENSG00000252804	1	0	0	0	0	0	0	0	0
ENSG00000206915	0	0	0	0	0	0	0	0	0
ENSG00000264071	2	0	0	0	0	0	0	0	0
ENSG00000200779	0	0	0	0	0	0	0	0	0
ENSG00000221638	0	0	0	0	0	0	0	0	0
ENSG00000283204	4	1	0	0	0	0	1	1	0
ENSG00000238410	0	0	0	1	0	0	0	0	0
ENSG00000252414	0	3	2	2	4	0	3	1	4
ENSG00000264525	0	0	0	0	0	0	0	0	0
ENSG00000200028	0	0	0	0	0	0	0	0	0
ENSG00000200488	0	0	0	0	0	0	0	0	0
ENSG00000263909	0	0	0	0	0	0	0	0	0
ENSG00000222536	0	0	0	0	0	0	0	0	0
ENSG00000202423	0	0	0	0	0	0	0	0	0
ENSG00000242118	0	0	0	0	0	0	0	0	0
ENSG00000244534	0	0	0	0	0	0	0	0	0
ENSG00000252897	0	0	0	0	0	0	0	0	0
ENSG00000200048	0	0	0	0	0	0	0	0	0
ENSG00000212378	0	0	0	0	0	0	0	0	0
ENSG00000252892	1	3	2	0	3	1	0	0	0
ENSG00000201311	0	0	0	0	0	0	0	0	0
ENSG00000241524	0	0	0	0	0	0	0	0	0
ENSG00000201010	0	0	0	0	0	0	0	0	0
ENSG00000200701	0	0	0	0	2	0	0	0	0
ENSG00000251947	0	0	0	0	0	0	0	0	0
ENSG00000277764	1	0	0	0	0	4	0	0	3
ENSG00000200890	0	0	0	0	0	0	0	0	0
ENSG00000199295	0	0	0	0	0	0	0	0	0
ENSG00000265507	0	0	0	0	0	0	0	0	0
ENSG00000241159	1	0	0	0	0	0	0	1	0
ENSG00000265003	0	0	0	0	0	0	0	0	0
ENSG00000200563	0	0	0	0	0	0	0	0	1
ENSG00000264793	0	0	0	0	0	0	0	0	0
ENSG00000222835	0	0	0	0	0	0	0	0	0
ENSG00000212140	0	0	0	0	0	0	0	0	0
ENSG00000276670	0	0	0	0	0	0	0	0	0
ENSG00000238619	0	0	0	0	0	0	0	0	0
ENSG00000277591	0	0	0	0	0	0	0	0	0
ENSG00000275655	0	0	0	0	0	0	0	0	0
ENSG00000264857	0	0	0	0	0	0	0	0	0
ENSG00000201070	0	0	0	0	0	0	0	0	0
ENSG00000222724	0	0	0	0	0	0	0	1	0
ENSG00000252845	0	0	0	0	0	2	0	0	0
ENSG00000238719	0	0	0	0	1	0	0	0	0
ENSG00000207249	0	0	0	0	0	0	0	0	0
ENSG00000212283	1	1	0	1	2	1	2	0	1
ENSG00000273515	0	0	0	0	0	0	0	0	0
ENSG00000207087	0	0	0	0	0	0	0	0	0
ENSG00000222923	0	0	0	0	0	0	0	0	0
ENSG00000264934	0	0	0	0	0	0	0	0	0
ENSG00000265965	0	0	0	0	0	0	0	0	0
ENSG00000277628	0	0	0	1	0	0	0	0	0
ENSG00000221055	0	0	0	0	0	0	0	0	0
ENSG00000264833	0	0	0	0	0	0	0	0	0
ENSG00000207383	0	0	0	0	0	0	0	0	0
ENSG00000238830	0	0	0	0	0	0	0	0	0
ENSG00000266063	0	0	1	0	0	0	0	0	0
ENSG00000202427	0	0	0	0	0	0	0	0	0
ENSG00000206726	0	0	0	0	0	0	0	0	0
ENSG00000201805	0	0	0	0	0	0	0	0	0
ENSG00000212182	0	0	0	0	0	0	0	0	0
ENSG00000243029	0	0	0	0	2	0	0	0	0
ENSG00000239185	0	0	0	0	0	0	0	0	0
ENSG00000202046	0	0	0	0	0	0	0	0	0
ENSG00000206963	0	0	0	0	0	0	0	0	0
ENSG00000265429	0	1	0	0	1	0	0	2	0
ENSG00000243510	0	0	0	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	0	0	0	0	0
ENSG00000251900	0	0	0	0	0	0	0	0	3
ENSG00000252742	0	0	0	0	0	0	0	0	0
ENSG00000238788	0	0	0	0	0	0	0	0	0
ENSG00000223118	0	0	0	0	0	0	0	0	0
ENSG00000252674	0	0	0	0	0	0	0	0	0
ENSG00000240183	0	0	0	0	0	0	0	0	0
ENSG00000200432	0	0	0	0	0	0	0	0	0
ENSG00000263813	0	0	0	1	0	1	0	0	0
ENSG00000251956	0	0	0	0	0	0	0	0	0
ENSG00000251976	0	0	0	0	0	0	0	0	0
ENSG00000238379	0	0	0	0	0	0	0	0	0
ENSG00000222394	0	0	0	0	0	0	0	0	0
ENSG00000274711	0	0	0	0	0	0	0	0	1
ENSG00000251973	0	0	0	0	0	0	0	0	0
ENSG00000222921	0	0	0	0	0	0	0	0	0
ENSG00000222826	0	0	0	0	0	0	0	0	0
ENSG00000206901	0	0	0	0	0	0	0	0	0
ENSG00000200718	1	0	0	0	1	0	0	0	0
ENSG00000200287	0	0	0	0	0	0	0	0	0
ENSG00000283506	0	0	0	0	0	0	0	0	0
ENSG00000201892	0	0	0	0	0	0	0	0	0
ENSG00000252015	0	0	0	0	0	0	0	0	0
ENSG00000207225	0	0	0	0	0	0	0	0	0
ENSG00000277306	0	0	0	0	0	0	0	0	0
ENSG00000207161	0	0	0	0	0	0	0	0	0
ENSG00000200250	0	0	0	1	0	0	0	0	0
ENSG00000252688	0	0	0	0	0	0	0	0	0
ENSG00000222068	0	0	1	0	1	0	2	0	0
ENSG00000251905	0	0	0	0	0	0	0	0	0
ENSG00000206718	0	0	0	0	0	0	0	0	0
ENSG00000200377	0	0	0	0	0	0	0	0	0
ENSG00000253083	0	0	0	0	0	0	0	0	0
ENSG00000223197	0	0	0	0	0	0	0	0	0
ENSG00000222404	1	0	1	1	0	0	0	0	1
ENSG00000276706	0	0	0	0	0	0	0	0	0
ENSG00000223290	0	0	0	0	0	0	0	0	0
ENSG00000244372	0	0	0	0	0	0	0	0	0
ENSG00000200708	0	0	0	0	0	0	0	0	0
ENSG00000202029	0	0	0	0	0	0	0	0	1
ENSG00000199884	0	0	0	0	0	0	0	0	0
ENSG00000238570	0	0	0	0	0	0	0	0	0
ENSG00000271924	1	1	0	0	0	0	1	1	1
ENSG00000200902	0	0	0	0	0	0	0	0	0
ENSG00000240977	0	0	0	0	0	0	0	0	0
ENSG00000243723	0	0	0	0	0	0	0	0	0
ENSG00000212410	0	0	0	0	0	0	0	0	0
ENSG00000275141	0	0	0	0	0	0	0	0	0
ENSG00000202074	0	0	0	0	0	0	0	0	0
ENSG00000207117	0	0	0	0	0	0	0	0	0
ENSG00000212425	0	0	0	0	0	0	0	0	0
ENSG00000252779	0	0	0	0	0	0	0	0	0
ENSG00000200121	0	0	0	0	0	0	0	0	0
ENSG00000241074	0	0	0	0	0	0	0	0	0
ENSG00000221498	0	0	0	0	0	0	0	0	0
ENSG00000222418	0	0	0	0	0	0	0	0	0
ENSG00000199866	1	0	0	1	0	0	0	0	0
ENSG00000239041	0	0	0	0	0	0	0	0	0
ENSG00000283734	0	0	0	0	0	0	0	0	0
ENSG00000222509	0	0	0	0	0	0	0	0	0
ENSG00000215973	2	0	1	1	0	2	0	0	0
ENSG00000266705	0	0	0	0	0	0	0	0	0
ENSG00000266808	0	0	0	0	0	0	0	0	0
ENSG00000277948	3	6	3	3	0	3	3	1	2
ENSG00000264725	0	0	0	0	0	0	0	0	1
ENSG00000201813	5	3	2	6	1	4	2	0	5
ENSG00000200650	0	0	0	0	0	0	0	0	0
ENSG00000222845	0	0	0	0	0	0	0	0	0
ENSG00000207951	0	0	1	0	1	0	2	0	0
ENSG00000199626	0	0	0	0	0	0	0	0	0
ENSG00000252517	0	0	0	0	0	0	0	0	0
ENSG00000206866	0	0	0	0	0	0	0	0	0
ENSG00000252130	0	0	0	0	3	0	2	0	2
ENSG00000212167	0	0	0	0	0	0	0	0	0
ENSG00000201649	0	0	0	0	0	0	0	0	0
ENSG00000283203	0	0	0	0	0	0	0	0	0
ENSG00000252027	0	0	0	0	0	0	0	0	0
ENSG00000276200	0	0	0	0	0	0	0	0	0
ENSG00000280636	0	0	0	0	0	0	0	0	0
ENSG00000202216	0	0	0	0	0	0	0	0	0
ENSG00000207319	0	0	0	0	0	0	0	0	0
ENSG00000242121	0	0	0	0	0	0	0	0	0
ENSG00000199251	0	0	0	0	0	0	0	0	0
ENSG00000265694	0	0	0	0	0	0	0	0	0
ENSG00000201875	0	0	0	0	0	0	0	0	0
ENSG00000199348	2	0	0	0	0	0	0	0	0
ENSG00000202164	0	0	0	0	0	0	0	0	0
ENSG00000238698	0	0	0	0	0	0	0	0	0
ENSG00000276123	0	0	0	0	0	0	0	0	0
ENSG00000222317	0	0	0	1	1	0	0	2	2
ENSG00000266354	0	0	0	0	0	0	0	0	0
ENSG00000265734	0	0	0	0	0	0	0	0	0
ENSG00000284079	0	0	0	0	0	0	0	0	0
ENSG00000221240	0	0	0	0	0	0	0	0	0
ENSG00000283637	0	0	0	0	0	0	0	0	0
ENSG00000199203	0	0	0	0	0	0	0	0	0
ENSG00000199827	0	0	0	0	1	0	0	0	0
ENSG00000212581	0	0	0	0	0	0	0	0	0
ENSG00000275414	0	0	0	0	0	0	0	0	0
ENSG00000253008	1	0	0	1	0	2	3	0	0
ENSG00000222832	0	0	0	0	0	0	0	0	0
ENSG00000277590	2	1	2	0	4	0	0	0	0
ENSG00000221628	0	0	0	0	0	0	0	0	0
ENSG00000222300	0	0	0	0	0	1	0	0	0
ENSG00000251941	0	0	0	0	0	0	0	0	0
ENSG00000200764	0	0	0	0	0	0	0	0	0
ENSG00000206970	0	0	0	0	0	0	0	0	0
ENSG00000202141	0	0	0	0	0	0	0	0	0
ENSG00000278406	0	0	0	0	0	0	0	0	0
ENSG00000252485	0	0	0	0	0	0	0	0	0
ENSG00000207274	0	0	0	0	0	0	0	0	0
ENSG00000243125	0	0	0	0	0	0	0	0	0
ENSG00000207386	0	0	0	0	0	0	0	0	0
ENSG00000200281	0	0	0	0	0	0	0	0	0
ENSG00000266518	0	0	0	0	0	0	0	0	0
ENSG00000263363	0	0	0	0	0	0	0	0	0
ENSG00000199791	0	0	0	0	0	0	0	0	0
ENSG00000283469	0	0	0	0	0	0	0	0	0
ENSG00000263468	0	0	0	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0	0	0	0
ENSG00000221782	0	0	0	0	0	0	0	0	0
ENSG00000253006	0	0	0	0	0	0	0	0	0
ENSG00000212246	0	0	0	0	0	0	0	0	0
ENSG00000243650	4	1	0	4	3	4	4	3	2
ENSG00000238812	0	0	0	0	0	0	0	0	0
ENSG00000200745	0	1	0	0	0	0	0	0	1
ENSG00000264676	1	0	1	1	1	0	0	1	0
ENSG00000201044	0	0	0	0	0	0	0	0	1
ENSG00000207611	0	0	0	3	3	2	5	3	3
ENSG00000263941	0	0	0	0	0	1	1	0	0
ENSG00000207303	0	0	0	0	0	0	0	1	0
ENSG00000202341	0	0	0	0	0	0	0	0	0
ENSG00000263752	0	0	0	1	0	0	0	0	0
ENSG00000207186	0	0	0	0	1	2	0	0	0
ENSG00000202016	0	0	0	0	0	0	0	0	0
ENSG00000202099	0	0	0	0	0	0	0	0	0
ENSG00000202206	0	0	0	0	0	0	0	0	0
ENSG00000207049	0	0	0	0	0	0	0	0	0
ENSG00000162975	160	87	129	75	60	58	62	90	85
ENSG00000226080	0	0	0	0	0	0	0	0	0
ENSG00000145063	4	2	0	3	1	3	2	2	3
ENSG00000150873	9	10	2	8	9	8	5	5	9
ENSG00000162976	834	636	584	901	824	831	689	860	1111
ENSG00000207267	0	0	0	0	0	0	0	0	0
ENSG00000230154	1	0	3	2	0	0	0	5	1
ENSG00000226961	0	0	0	1	0	0	0	0	0
ENSG00000230952	0	0	0	0	0	0	0	0	0
ENSG00000231403	0	0	0	0	0	0	0	0	0
ENSG00000169016	547	470	436	363	364	361	391	482	484
ENSG00000200822	0	0	0	0	0	0	0	0	0
ENSG00000235548	0	0	0	0	0	0	0	0	0
ENSG00000282440	0	0	0	0	0	0	0	0	0
ENSG00000153234	279	192	204	64	75	69	77	75	116
ENSG00000115159	1562	1326	1201	945	865	850	910	1276	1201
ENSG00000283436	0	0	0	0	0	0	0	0	0
ENSG00000238069	0	0	0	0	0	0	0	0	0
ENSG00000287048	0	0	0	0	0	0	0	0	0
ENSG00000286889	0	0	0	0	0	0	0	0	1
ENSG00000286530	1	0	0	0	0	0	0	0	0
ENSG00000224177	2	0	0	0	0	0	1	0	0
ENSG00000251935	0	0	0	0	1	1	0	0	1
ENSG00000284052	23	13	16	14	17	12	13	15	30
ENSG00000138386	816	707	588	496	453	438	567	718	741
ENSG00000235852	6	4	5	7	9	9	10	5	9
ENSG00000115419	2734	2357	1833	3812	3651	3265	4100	4627	5240
ENSG00000229023	1	0	0	1	1	0	1	0	0
ENSG00000230686	0	0	0	0	0	0	0	0	0
ENSG00000231858	0	4	4	6	2	7	4	4	9
ENSG00000138378	105	105	86	235	223	202	205	251	245
ENSG00000288064	0	0	1	1	1	0	1	2	1
ENSG00000207402	0	0	0	0	0	1	0	0	0
ENSG00000280083	1	1	0	0	2	1	0	0	0
ENSG00000230611	0	1	0	0	0	0	1	0	0
ENSG00000230979	9	10	20	22	13	11	24	22	22
ENSG00000224443	0	0	0	0	0	0	0	0	0
ENSG00000224058	0	0	0	0	0	0	0	0	0
ENSG00000283502	0	0	0	0	0	0	0	0	0
ENSG00000235369	4	5	1	5	2	5	2	2	6
ENSG00000236549	4	1	3	1	0	5	1	1	6
ENSG00000226473	0	0	0	0	0	0	0	0	0
ENSG00000228100	1	1	0	0	1	0	0	0	1
ENSG00000187600	1	0	0	0	0	0	0	1	0
ENSG00000284608	0	0	0	0	0	0	0	0	0
ENSG00000253515	0	0	0	0	0	3	0	0	0
ENSG00000241791	0	0	0	0	0	0	0	0	0
ENSG00000284701	0	0	0	0	0	0	0	0	1
ENSG00000250565	309	227	244	120	115	125	112	153	117
ENSG00000119729	1888	1602	1466	1394	1302	1267	1572	1863	1943
ENSG00000250116	31	19	23	12	12	21	9	17	16
ENSG00000151665	271	266	224	238	239	272	259	315	393
ENSG00000119878	749	532	470	466	471	404	421	485	669
ENSG00000279254	2	2	3	0	1	1	4	5	5
ENSG00000271639	0	1	1	0	0	1	4	1	1
ENSG00000228949	0	0	0	0	0	0	0	0	0
ENSG00000227846	0	0	0	0	0	0	0	0	0
ENSG00000234143	0	0	0	0	0	0	0	0	0
ENSG00000241119	64	51	39	84	64	75	54	69	117
ENSG00000167165	12	8	6	42	25	37	29	34	87
ENSG00000224814	0	0	0	0	0	0	1	0	0
ENSG00000233445	0	0	0	0	0	0	0	0	2
ENSG00000248114	0	2	0	0	0	1	0	1	1
ENSG00000227802	1	2	0	0	1	1	1	2	0
ENSG00000228445	11	10	7	1	4	3	0	1	2
ENSG00000248705	1	2	3	2	0	0	0	0	1
ENSG00000178836	0	0	1	1	1	0	0	0	2
ENSG00000241635	12	8	18	61	59	46	89	89	110
ENSG00000123485	1340	982	1127	690	672	715	673	1115	604
ENSG00000224287	11	15	15	9	8	16	14	12	13
ENSG00000279809	0	0	0	0	0	0	0	0	0
ENSG00000144481	7	8	10	35	32	42	83	83	122
ENSG00000237581	0	0	0	0	0	0	0	0	0
ENSG00000286059	0	0	0	1	1	0	0	0	0
ENSG00000233221	1	2	4	3	6	6	5	4	6
ENSG00000281159	0	0	0	0	0	0	0	0	0
ENSG00000281516	0	0	0	0	0	0	0	0	0
ENSG00000284479	0	0	0	0	0	0	0	0	0
ENSG00000152102	3771	2993	3059	2655	2563	2618	2471	3337	3355
ENSG00000230450	3	0	0	1	2	1	1	5	1
ENSG00000225448	0	0	0	0	0	0	0	0	0
ENSG00000236956	0	0	0	0	0	0	2	0	1
ENSG00000285819	0	0	0	0	0	0	0	0	0
ENSG00000248796	0	0	0	0	0	0	0	0	0
ENSG00000212199	0	0	0	0	0	0	0	0	0
ENSG00000231431	0	0	0	1	0	0	0	0	1
ENSG00000236516	0	0	1	1	0	1	0	0	0
ENSG00000008869	718	562	551	566	501	617	549	686	689
ENSG00000224891	2	3	3	2	1	1	2	2	2
ENSG00000233159	0	0	0	0	0	0	0	0	0
ENSG00000218739	1243	1019	859	1239	1134	1082	1423	1706	1924
ENSG00000115816	1361	1176	991	919	861	800	992	1285	1158
ENSG00000272054	31	29	20	43	27	23	19	24	30
ENSG00000003509	348	320	278	359	398	349	453	507	520
ENSG00000115825	758	636	572	655	657	698	692	830	785
ENSG00000232028	2	1	1	0	1	1	0	0	2
ENSG00000207364	0	0	0	0	0	0	0	0	0
ENSG00000285925	5	6	1	9	4	1	2	1	3
ENSG00000115828	1364	1083	1168	1219	1268	1166	1047	1310	1946
ENSG00000253078	0	0	0	0	0	0	0	0	0
ENSG00000287316	0	0	0	0	0	0	0	0	0
ENSG00000163171	1586	1226	1165	2120	2089	2000	2317	2842	3065
ENSG00000236572	0	0	0	0	0	0	0	0	0
ENSG00000264041	0	1	0	1	0	0	0	1	0
ENSG00000238285	2	0	0	0	0	0	0	0	0
ENSG00000256458	0	2	0	0	0	0	0	1	2
ENSG00000173166	302	277	240	167	140	186	108	118	174
ENSG00000234632	2	2	2	0	1	6	1	4	4
ENSG00000225658	3	0	0	0	0	0	1	1	0
ENSG00000237737	6	3	4	2	3	3	3	3	7
ENSG00000159239	2	0	1	0	1	0	1	1	3
ENSG00000234521	0	0	0	0	0	0	0	0	1
ENSG00000286623	1	6	1	2	4	2	0	4	2
ENSG00000233155	13	5	11	1	7	13	7	6	7
ENSG00000005448	1066	784	1028	869	937	1051	681	848	934
ENSG00000114993	573	376	445	281	287	281	264	344	382
ENSG00000115274	51	47	34	46	34	56	28	49	62
ENSG00000274049	4	2	3	0	0	0	2	2	1
ENSG00000239779	537	424	439	366	354	349	307	340	521
ENSG00000286883	2	0	0	1	1	0	0	0	0
ENSG00000204822	1	0	0	0	0	0	0	0	0
ENSG00000135637	351	257	305	281	274	311	256	360	381
ENSG00000115282	838	575	731	388	358	456	343	423	450
ENSG00000179528	87	64	82	54	42	55	52	70	57
ENSG00000272183	14	6	9	8	11	7	2	14	13
ENSG00000115289	288	227	264	176	172	182	192	210	242
ENSG00000115297	22	20	24	55	71	59	50	66	121
ENSG00000144045	5	9	7	4	7	13	3	4	11
ENSG00000115307	3194	2278	2920	2232	2314	2385	2165	2882	3163
ENSG00000237571	0	0	0	0	0	0	0	0	0
ENSG00000138363	2773	2044	2430	1743	1865	1989	1735	2326	2006
ENSG00000225166	0	0	0	0	0	0	0	0	0
ENSG00000228618	0	0	0	0	0	0	0	0	0
ENSG00000234938	0	0	0	0	0	0	0	1	0
ENSG00000227981	0	0	0	0	0	0	0	0	0
ENSG00000152253	237	171	158	86	89	84	99	133	67
ENSG00000152254	0	0	0	0	0	0	0	0	0
ENSG00000073734	2	0	0	0	0	1	1	2	1
ENSG00000235321	0	0	0	0	0	0	0	0	0
ENSG00000235995	0	0	0	0	0	0	0	0	0
ENSG00000081479	7	3	2	14	16	14	8	13	28
ENSG00000170396	3	1	4	2	1	2	0	1	1
ENSG00000237824	0	0	0	0	0	0	0	0	0
ENSG00000237666	0	0	0	0	0	0	0	0	0
ENSG00000232001	0	0	0	0	0	0	0	1	0
ENSG00000231505	0	0	0	0	0	0	0	0	0
ENSG00000214199	45	28	33	31	26	31	30	33	37
ENSG00000254126	0	0	0	0	0	0	0	0	0
ENSG00000223523	0	0	0	0	1	0	0	0	1
ENSG00000168542	36	15	22	35	47	42	17	23	95
ENSG00000221502	0	0	0	0	0	0	0	0	0
ENSG00000283238	0	0	0	0	0	0	0	0	0
ENSG00000284180	0	0	0	0	0	0	0	0	0
ENSG00000163081	0	0	0	0	0	0	0	0	0
ENSG00000272564	1	2	3	3	1	3	2	3	4
ENSG00000287628	0	1	0	0	0	0	1	2	3
ENSG00000132300	1899	1486	1493	1425	1442	1626	1526	1874	1824
ENSG00000208772	8	7	10	6	9	5	4	11	11
ENSG00000200241	1	2	0	1	0	2	0	0	4
ENSG00000265420	1	2	0	0	1	0	0	0	0
ENSG00000273080	11	14	15	18	10	16	11	13	24
ENSG00000132313	771	603	596	484	458	425	483	688	560
